7,0,0
56,1,0
131,2,0
177,3,0
293,4,0
495,5,0
708,6,0
761,7,0
1021,8,0
1328,9,0
1344,10,0
1475,11,0
1737,12,0
1764,13,0
1834,14,0
1869,15,0
1970,16,0
1984,17,0
2197,18,0
2208,19,0
2256,20,0
2282,21,0
2284,22,0
2427,23,0
2611,24,0
2795,25,0
2959,26,0
3070,27,0
3293,28,0
3334,29,0
3378,30,0
3483,31,0
3485,32,0
3505,33,0
3535,34,0
3635,35,0
3712,36,0
3883,37,0
3899,38,0
3952,39,0
4198,40,0
4207,41,0
4247,42,0
4290,43,0
4392,44,0
4571,45,0
4596,46,0
5347,47,0
5353,48,0
5395,49,0
5536,50,0
5603,51,0
5727,52,0
5824,53,0
5829,54,0
5845,55,0
6181,56,0
6357,57,0
6402,58,0
6463,3,11
6526,44,22
6622,6,50
6648,25,73
6653,41,74
6821,25,92
6931,34,99
6978,2,126
7056,19,129
7071,54,129
7213,16,132
7263,44,160
7273,11,171
7280,7,177
7387,48,177
7560,48,182
7698,37,203
7763,7,204
7972,15,206
8133,29,215
8369,42,226
8816,19,238
8903,16,285
9212,30,289
9492,50,301
9658,8,316
9712,37,328
9866,8,353
9950,39,354
10100,51,382
10155,43,392
10197,49,400
10393,22,403
10523,23,405
10565,31,429
10659,3,434
10720,11,438
10856,41,442
10881,55,449
11000,35,467
11037,53,471
11040,38,477
11064,14,478
11149,17,478
11182,17,488
11369,26,514
11430,56,514
11530,32,527
11602,28,555
11784,55,555
11832,2,571
11856,20,573
11897,46,590
11914,58,611
11958,57,616
11988,40,622
12053,47,626
12087,35,629
12239,43,638
12295,16,644
12417,6,646
12452,35,657
12472,54,671
12623,7,675
12786,47,715
12815,36,719
12895,40,719
12918,44,733
12931,18,744
12939,25,745
12984,13,750
13114,1,760
13223,42,764
13268,24,770
13317,49,771
13607,5,784
13715,26,803
13804,2,815
13805,23,819
13826,22,845
13865,0,847
13985,5,852
14005,45,858
14028,40,859
14363,27,867
14524,10,870
14596,32,876
14662,33,883
14674,48,884
14801,35,896
14811,26,900
14827,1,901
14868,15,903
14968,34,925
15028,9,933
15249,31,939
15310,5,942
15386,11,942
15423,13,953
15559,46,953
15673,20,954
15803,52,962
16014,4,963
16090,21,971
16311,7,979
16377,12,997
16441,42,1010
16494,38,1033
16498,1,1050
16692,19,1064
16777,14,1066
16945,54,1066
17041,7,1071
17080,37,1076
17147,3,1081
17220,41,1095
17311,55,1100
17361,39,1114
17633,40,1131
17681,50,1145
17693,28,1164
17710,51,1167
17745,35,1168
17782,29,1174
17890,11,1180
17933,1,1195
18016,8,1209
18049,38,1225
18118,22,1242
18239,17,1250
18340,30,1264
18487,0,1299
18556,10,1325
18867,21,1327
19002,36,1341
19012,54,1343
19021,56,1349
19154,1,1351
19331,40,1355
19370,43,1367
19459,53,1376
19580,25,1392
19700,15,1398
