190,0,0
244,1,0
253,2,0
296,3,0
437,4,0
577,5,0
578,6,0
695,7,0
743,8,0
755,9,0
771,10,0
845,11,0
868,12,0
1078,13,0
1084,14,0
1296,15,0
1512,16,0
1670,17,0
1708,18,0
1718,19,0
1868,20,0
1943,21,0
2116,22,0
2233,23,0
2244,17,83
2407,16,134
2490,2,195
2529,2,204
2541,7,219
2624,3,254
2645,19,255
2955,10,284
2971,3,307
3060,19,363
3205,15,384
3309,7,390
3408,9,439
3418,3,495
3465,21,499
3688,22,559
3800,1,560
3822,11,591
3884,5,592
3931,3,606
4044,10,609
4074,20,627
4284,23,692
4506,18,699
5073,0,720
5234,13,758
5239,8,781
5472,6,817
5635,15,836
5697,15,858
5747,4,865
5779,2,871
6001,14,882
6437,9,895
6451,17,907
6459,16,939
6539,15,965
6837,12,970
7017,7,982
7045,1,1007
7128,3,1062
7244,20,1075
7359,8,1109
7363,13,1124
7397,17,1138
7447,11,1173
7615,7,1186
7676,3,1190
7686,5,1238
7704,21,1238
7979,22,1247
8137,19,1250
8199,4,1302
8330,7,1330
8395,18,1356
8415,6,1369
8420,12,1374
8498,17,1375
8500,18,1397
8510,13,1414
8867,3,1444
8986,15,1502
9002,6,1504
9144,9,1507
9189,6,1514
9241,14,1518
9370,10,1520
9394,0,1569
9801,1,1597
9994,23,1598
10005,1,1609
10016,2,1630
10068,16,1651
10135,19,1699
10211,23,1699
10385,18,1727
10439,19,1757
10468,15,1777
10547,3,1802
10595,5,1810
10599,7,1818
10676,8,1853
10709,7,1878
10936,22,1879
11078,6,1922
11109,20,2005
11319,7,2055
11333,14,2073
11390,19,2124
11394,11,2125
11419,11,2165
11496,17,2178
11728,7,2189
11772,12,2196
11778,21,2229
11831,22,2244
11873,4,2255
12397,13,2256
12423,19,2266
12605,2,2270
12770,2,2292
12801,17,2296
12935,20,2300
13038,3,2331
13055,16,2344
13066,9,2348
13128,19,2362
13191,6,2385
13204,23,2395
13510,15,2401
13546,17,2404
13752,17,2405
13818,8,2409
13855,14,2414
13857,10,2415
13971,5,2421
14106,18,2421
14439,19,2432
14483,17,2474
14743,14,2503
14805,4,2515
14903,1,2560
14952,0,2569
15040,2,2576
15147,22,2594
15312,13,2744
15482,8,2776
15601,11,2902
15999,22,2904
16116,23,2924
16132,21,2966
16191,9,2979
16403,4,2981
16431,7,2982
16464,10,3000
16467,15,3010
16504,19,3056
16525,6,3064
16667,18,3071
16671,4,3077
16732,16,3083
16734,22,3104
16818,20,3119
16832,3,3159
16896,12,3162
16914,9,3166
17050,2,3215
17086,6,3221
17106,23,3238
17274,17,3294
17317,14,3295
17435,6,3314
17461,7,3326
17528,4,3330
17594,5,3337
17657,20,3339
17922,19,3349
17942,2,3352
18047,18,3369
18082,0,3415
18115,10,3453
18282,6,3463
18335,13,3526
18488,1,3537
18613,7,3556
18640,8,3594
18834,21,3615
19077,15,3624
19350,13,3627
19636,2,3648
19740,2,3657
19800,19,3690
