5,0,0
135,1,0
169,2,0
290,3,0
318,4,0
375,5,0
524,6,0
747,7,0
900,8,0
1047,9,0
1089,10,0
1134,11,0
1181,12,0
1195,13,0
1204,14,0
1254,15,0
1303,16,0
1381,17,0
1438,18,0
1817,19,0
1821,20,0
2061,21,0
2330,22,0
2356,23,0
2383,24,0
2463,25,0
2696,26,0
2847,27,0
2916,28,0
2940,29,0
2976,30,0
2995,31,0
3177,32,0
3268,33,0
3466,34,0
3638,35,0
3674,36,0
3688,37,0
3795,38,0
3813,39,0
3815,40,0
3842,41,0
3894,42,0
3950,43,0
4083,44,0
4350,45,0
4466,46,0
4573,47,0
4625,48,0
4798,49,0
4947,50,0
5047,51,0
5142,52,0
5265,53,0
5303,54,0
5372,55,0
5623,56,0
5719,57,0
5906,58,0
6095,59,0
6342,60,0
6364,61,0
6464,62,0
6531,63,0
6629,64,0
6713,65,0
6736,66,0
7288,67,0
7454,68,0
7466,69,0
7571,70,0
7575,71,0
7711,72,0
7756,73,0
7802,74,0
7878,75,0
8046,76,0
8053,77,0
8068,78,0
8249,79,0
8258,80,0
8664,81,0
8972,82,0
9030,83,0
9100,84,0
9124,85,0
9161,86,0
9164,87,0
9172,88,0
9226,89,0
9345,90,0
9383,38,15
9391,20,36
9468,35,38
9485,89,52
9521,84,67
9586,5,68
9594,65,77
10009,73,82
10135,11,101
10149,83,102
10178,52,118
10187,38,129
10304,49,149
10355,15,152
10590,86,172
10822,81,183
10837,4,194
10935,26,202
11015,3,223
11018,48,235
11210,46,249
11266,56,250
11390,76,269
11439,24,275
11552,72,280
11868,75,283
11887,27,291
11920,52,305
12164,23,306
12522,59,308
12621,61,310
12882,2,312
12920,32,331
13072,10,333
13245,2,335
13252,68,341
13259,1,344
13287,39,350
13346,68,350
13350,50,355
13522,30,378
13559,56,378
13673,57,405
13722,62,408
13731,68,418
13748,16,422
13767,40,422
13805,7,431
13835,65,433
13857,73,437
13866,54,447
13896,86,459
13921,6,460
13972,11,464
14010,49,469
14048,53,472
14099,85,476
14557,90,477
14605,67,489
15009,19,490
15056,77,491
15215,46,501
15237,34,503
15352,61,507
15390,35,512
15398,33,522
15567,66,533
15588,17,536
15908,0,548
16384,19,550
16682,25,554
16724,87,559
16789,5,566
17062,13,566
17086,79,570
17136,16,573
17225,17,576
17786,84,576
17830,28,591
17838,37,592
17904,83,604
17928,54,605
18018,34,608
18046,15,625
18494,52,628
18681,83,638
18897,40,639
19159,42,644
19355,2,659
19452,51,659
19578,2,661
19647,76,664
19698,78,667
19705,74,670
19753,44,671
19762,56,687
19817,5,688
19835,12,692
19871,1,693
19887,43,696
20074,36,700
20106,21,704
20169,89,707
20342,16,716
20464,19,727
20583,1,736
20640,14,737
20701,33,748
20762,39,753
20834,25,755
20895,23,756
20945,47,756
21031,73,760
21089,29,763
21136,67,768
21141,82,770
21145,6,792
21316,21,797
21364,60,797
22098,58,799
22210,50,804
22279,9,805
22307,57,808
22734,22,812
22794,48,816
22893,69,816
23122,70,822
23403,24,824
23467,4,832
23525,18,835
23687,43,837
23733,27,851
23740,55,853
23854,49,855
24123,23,857
24159,41,858
24346,71,862
24416,35,863
24583,88,884
24593,61,886
24620,72,886
24664,38,892
24734,51,904
24827,26,914
0,75,921
27,20,923
38,66,935
307,80,935
411,19,941
709,31,942
759,45,946
769,64,954
800,35,978
818,63,981
1217,8,983
1249,11,985
1337,86,986
1462,22,998
1469,90,1007
1558,59,1010
1873,81,1015
1882,14,1029
1942,65,1029
1988,3,1034
2271,77,1035
2351,10,1043
2418,80,1052
2530,60,1068
2738,68,1068
2807,27,1069
3023,5,1070
3211,0,1079
3213,25,1081
3238,48,1082
3385,3,1085
3448,69,1085
3513,31,1086
3541,32,1087
3580,28,1092
3594,80,1096
3676,79,1107
3773,68,1110
3789,31,1113
3850,7,1114
3902,2,1115
3999,62,1141
4011,8,1146
4121,58,1151
4185,4,1158
4257,36,1167
4452,29,1169
4509,56,1188
