125,0,0
227,1,0
246,2,0
479,3,0
557,4,0
655,5,0
682,6,0
711,7,0
717,8,0
787,9,0
1308,10,0
1448,11,0
1510,12,0
1563,13,0
1569,14,0
1631,15,0
1727,16,0
1832,17,0
2136,18,0
2310,19,0
2343,20,0
2397,21,0
2411,22,0
2436,23,0
2492,24,0
2671,25,0
2760,26,0
2850,27,0
2859,28,0
3148,29,0
3161,30,0
3329,31,0
3371,32,0
3431,33,0
3466,34,0
3590,35,0
3733,36,0
3737,37,0
4005,38,0
4189,39,0
4606,40,0
4799,41,0
4924,42,0
5029,5,26
5195,37,31
5218,11,38
5313,39,47
5395,3,68
5461,22,88
5464,4,93
5555,28,99
5628,21,108
5671,38,116
5698,33,123
5811,19,140
5814,17,174
6520,28,184
6550,10,195
6565,16,195
6741,23,229
6755,26,264
7013,29,305
7297,11,341
7594,31,348
7667,15,359
7693,7,370
7899,0,377
7953,38,378
7970,9,404
8206,8,423
8301,14,427
8493,13,428
8515,2,494
8598,20,495
8610,29,499
8621,31,526
8646,41,526
8744,0,556
8919,36,557
9040,3,559
9154,30,577
9169,31,600
9205,40,608
9248,42,614
9479,30,621
9712,38,621
9957,11,653
10192,7,656
10193,2,658
10506,1,665
10560,12,666
10630,34,673
10647,1,674
10649,26,698
10902,30,704
10958,26,711
11148,1,723
11180,39,726
11205,37,758
11214,7,764
11303,27,773
11416,22,784
11604,12,786
11718,6,792
11884,25,795
11905,17,817
12014,35,818
12268,33,821
12332,32,831
12338,39,834
12373,16,839
12389,6,840
12582,18,883
13248,30,891
13254,31,893
13302,10,906
13495,28,921
13578,24,924
13610,4,937
13696,2,951
13884,5,963
13917,32,976
14103,39,980
14160,19,982
14276,13,1031
14376,8,1043
14434,6,1045
14726,14,1054
14739,21,1087
14749,36,1094
14858,23,1096
14903,16,1101
15019,11,1140
15040,17,1162
15477,41,1169
15646,30,1172
15733,2,1232
15748,25,1238
15794,36,1254
15796,40,1263
15805,35,1270
15821,15,1297
15934,37,1311
16286,0,1317
16297,9,1346
16520,6,1349
16666,20,1359
16683,39,1371
16989,15,1401
16993,42,1411
17070,25,1430
17338,27,1442
17365,3,1453
17439,6,1465
17523,29,1474
17614,32,1476
17670,27,1492
17863,29,1498
17866,1,1500
17924,4,1510
17938,28,1515
18007,33,1524
18108,38,1528
18116,28,1536
18159,22,1537
18242,7,1554
18314,31,1556
18316,7,1559
18374,41,1573
18416,34,1584
18459,13,1620
18559,19,1624
18600,11,1625
18618,10,1628
18656,18,1643
18719,26,1646
18729,32,1651
18880,4,1658
18918,6,1672
18964,34,1680
19027,36,1700
19218,12,1708
19255,40,1714
19274,19,1723
19280,23,1729
19526,23,1735
19696,39,1737
19793,20,1740
19888,21,1742
250,24,1747
310,17,1763
386,32,1794
484,15,1823
588,13,1876
604,24,1895
712,28,1906
932,8,1911
1040,27,1937
1143,5,1940
1392,42,1942
1865,29,1948
1920,14,1962
1990,16,1973
2164,0,1975
2496,25,1981
2580,9,1988
2609,14,2033
2757,29,2050
2759,30,2059
2835,23,2060
2908,37,2080
2930,2,2105
3001,24,2111
3030,8,2118
3045,30,2118
3109,6,2135
3273,33,2150
3335,13,2174
3641,19,2175
3744,25,2192
3859,2,2195
3923,25,2208
3942,35,2215
4053,3,2219
4242,42,2258
4265,10,2267
4327,29,2267
4381,22,2282
4450,3,2291
4509,9,2293
4589,34,2306
4791,31,2321
4845,37,2331
5008,41,2336
5120,7,2345
5199,42,2365
5231,18,2396
5586,17,2397
5692,39,2408
5946,39,2416
5957,11,2430
6001,13,2445
6101,38,2466
6406,12,2486
6409,1,2491
6646,34,2501
6672,22,2528
6732,33,2528
6748,26,2554
6909,32,2565
7007,21,2572
7011,2,2588
7169,5,2606
7225,36,2607
7383,4,2611
7397,1,2618
7404,16,2621
7703,28,2630
7775,40,2642
7836,9,2649
7916,23,2656
7922,25,2667
8083,25,2675
8161,37,2686
8170,17,2700
8186,37,2705
8395,20,2708
8552,15,2720
8638,24,2733
8671,6,2755
8703,27,2764
8823,30,2767
8899,16,2781
8983,19,2789
8999,35,2837
9206,36,2871
9271,36,2880
9287,10,2886
9483,13,2918
9547,0,2922
9593,33,2923
9840,18,2952
10031,15,2953
10108,6,2960
10294,29,2978
10327,41,2984
10361,14,2985
10375,11,2990
10408,29,3000
10538,34,3005
10874,23,3019
10878,24,3029
10882,37,3030
10996,12,3031
11080,25,3046
11291,7,3090
11408,16,3095
11671,8,3096
11674,38,3097
11699,30,3132
11734,21,3162
11811,39,3178
11818,28,3192
11890,3,3198
11998,26,3200
12088,24,3232
12121,5,3265
12385,42,3277
12528,19,3312
12588,31,3314
12637,35,3318
12762,29,3334
13057,1,3335
13061,11,3341
13190,34,3341
13222,39,3375
13314,6,3397
13498,23,3405
13621,22,3414
14134,36,3417
14154,12,3434
14173,25,3447
14281,2,3448
14942,26,3456
14980,32,3477
15161,4,3498
15175,9,3515
15331,24,3515
15357,5,3527
15409,17,3528
15430,38,3545
15456,33,3568
15751,20,3576
15754,35,3591
15871,0,3603
16147,3,3603
16175,37,3611
16183,14,3616
16241,4,3631
16333,40,3634
16449,9,3645
16522,31,3651
16550,29,3661
16589,24,3670
16707,27,3675
16768,34,3696
16939,42,3700
16954,5,3718
17004,7,3726
17066,15,3727
17099,14,3729
17223,23,3743
17426,35,3762
17538,10,3801
17570,6,3803
17591,39,3804
18030,29,3811
18173,12,3820
18259,41,3826
18787,36,3827
18788,19,3841
18814,30,3847
18865,13,3848
19080,7,3856
19101,2,3889
19118,16,3895
19226,18,3904
19420,40,3939
19658,37,3944
19784,3,3953
19838,8,3966
19878,1,3972
270,24,3973
471,20,4009
530,28,4016
705,18,4018
861,42,4026
1057,38,4033
1279,21,4050
1611,37,4069
1644,24,4079
1780,34,4113
1847,13,4118
2245,7,4142
2372,25,4173
2644,25,4183
2983,14,4225
3010,19,4233
3124,26,4241
3184,26,4242
3349,27,4242
3417,11,4252
3478,16,4314
3483,22,4317
3622,15,4327
3665,30,4332
3768,41,4339
3821,9,4354
3919,37,4358
3957,17,4371
3974,32,4385
4052,36,4385
4112,2,4404
4276,40,4406
4350,7,4411
4449,20,4422
4550,2,4426
4687,4,4431
4932,39,4437
4954,14,4438
4955,38,4448
4973,21,4452
5022,11,4470
5069,1,4487
5084,5,4487
5117,31,4501
5501,9,4530
5523,2,4536
5556,33,4567
5731,0,4586
6124,7,4586
6156,41,4587
6207,3,4606
6490,35,4625
6513,6,4642
6637,14,4645
6927,29,4645
6955,11,4647
7034,12,4661
7099,19,4667
7282,10,4702
7363,8,4722
7375,23,4731
7559,9,4735
7576,14,4742
7901,8,4754
8073,24,4757
8141,21,4775
8155,41,4798
8222,39,4800
8241,16,4829
8372,37,4832
8449,30,4868
8466,18,4870
8496,32,4887
8551,11,4889
8634,15,4911
8711,34,4920
8867,28,4929
9020,28,4934
9150,42,4945
9207,2,4968
9267,37,4968
9323,38,4968
9459,22,4982
9636,7,5005
9664,30,5020
10388,35,5027
10406,28,5041
10420,27,5060
10514,23,5070
10806,10,5075
11020,13,5092
11031,25,5099
11153,7,5109
11345,26,5113
11347,5,5131
11442,14,5149
11516,42,5150
11519,25,5169
11520,29,5170
11866,15,5172
11913,38,5186
11915,20,5224
11987,25,5232
12070,36,5234
12150,9,5259
12258,40,5260
12294,0,5271
12309,3,5276
12418,39,5287
12490,3,5308
12526,7,5310
12610,31,5315
12650,17,5321
12655,10,5329
12909,34,5363
13036,1,5372
13102,11,5373
13441,22,5374
13512,24,5378
13720,4,5381
13836,5,5387
13941,8,5404
14207,35,5411
14352,26,5423
14365,19,5437
14396,37,5439
14471,36,5463
14564,33,5464
14639,12,5467
14835,1,5486
14920,29,5499
14955,6,5500
15062,29,5511
15162,16,5516
15217,3,5537
15222,1,5553
15267,12,5555
15382,23,5562
15471,21,5567
15512,30,5584
15623,32,5590
15641,38,5597
15692,16,5605
15870,17,5614
16000,2,5619
16132,42,5624
16195,6,5632
16336,40,5634
16360,37,5654
16366,41,5681
16368,7,5693
16404,20,5699
16554,13,5708
16640,11,5718
16641,23,5718
16680,4,5749
16744,10,5775
16757,17,5785
16865,18,5794
16900,22,5794
16919,27,5818
16934,7,5844
17003,31,5850
17047,19,5859
17316,6,5893
17390,30,5940
17414,28,5952
17699,32,5957
17746,18,5994
17910,15,6001
17911,11,6002
17925,9,6008
17933,14,6012
18010,20,6028
18119,12,6046
18221,26,6053
18482,17,6056
18756,1,6061
18844,25,6069
18859,33,6086
18879,42,6099
18892,37,6104
18899,34,6132
19034,0,6149
19132,13,6151
19240,38,6179
19336,41,6183
19452,40,6188
19500,16,6200
19609,14,6204
19975,6,6229
260,21,6231
314,24,6237
392,29,6244
395,26,6247
488,40,6247
489,25,6268
555,39,6269
658,5,6275
691,32,6282
760,3,6287
828,36,6289
1123,12,6311
1189,8,6332
1203,35,6332
1248,5,6360
1500,33,6369
1686,28,6374
1734,2,6380
1916,13,6380
1948,42,6418
1973,23,6433
2003,36,6435
2133,12,6447
2254,26,6462
2485,17,6478
2655,22,6479
